PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG, HMDB_ID
329,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.10191,73-32-5,6306,769,C00407,HMDB00172
3129,isoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,57577,LC/MS Neg,100002488,4809,391.28538,78919-26-3,127601,113205,C17662,HMDB00686
304,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,503-74-2,10430,10001,C08262,HMDB00718
306,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",34407,LC/MS Pos Early,100001393,3085,246.16999,31023-24-2,6426851,4932271,,HMDB00688
305,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.08226,16284-60-9,546304,475516,,HMDB00678
4995,ketopioglitazone,Xenobiotics,Drug - Metabolic,43579,LC/MS Neg,100004176,4165,369.09145,146062-45-5,,,,
244,kynurenate,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.03531,492-27-3,3845,3712,C01717,HMDB00715
240,kynurenine,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739,209.09207,2922-83-0,161166,141580,C00328,HMDB00684
1090,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Neg,482,681.6,89.02442,79-33-4,612,592,C00186,HMDB00190
5041,lamotrigine,Xenobiotics,Drug - Neurological,54762,LC/MS Pos Early,100009390,3379,256.01513,,3878,3741,D00354,"HMDB14695,HMDB05043"
401,lanthionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42002,LC/MS Pos Early,100003892,1730,209.05906,8/2/3183,98504,88959,,
1335,laurate (12:0),Lipid,Medium Chain Fatty Acid,1645,LC/MS Neg,181,5300,199.17035,143-07-7,3893,3756,C02679,HMDB00638
1643,laurylcarnitine (C12),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",34534,LC/MS Pos Late,100001392,1235,344.27954,25518-54-1,10427569,8602997,,HMDB02250
289,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.10191,61-90-5,,,,
777,leucylalanine,Peptide,Dipeptide,40010,LC/MS Pos Early,100003179,2801,203.13902,7298-84-2,259321,227625,,HMDB28922
782,leucylglycine,Peptide,Dipeptide,40045,LC/MS Pos Early,100003185,2778,189.12337,686-50-0,79070,71402,,HMDB28929
954,leucylphenylalanine/isoleucylphenylalanine,Peptide,Dipeptide,52415,LC/MS Neg,100008951,4073,277.15576,,,,,
4248,levulinate (4-oxovalerate),Xenobiotics,Food Component/Plant,22177,LC/MS Neg,100000765,934.6,115.04006,123-76-2,11579,11091,,HMDB00720
1651,lignoceroylcarnitine (C24)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57515,LC/MS Pos Late,100015834,1603,512.46733,,,,,
1392,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1105,LC/MS Neg,180,5535,279.23295,60-33-3,5280450,4444105,C01595,HMDB00673
1394,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,,5280934,4444437,C06426,HMDB03073
1671,linolenoylcarnitine (C18:3)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,LC/MS Pos Late,100015831,1310,422.32649,,,,,
1922,linoleoyl ethanolamide,Lipid,Endocannabinoid,52608,LC/MS Neg,100006726,6150,322.27515,68171-52-8,5283446,4446566,,HMDB12252
1670,linoleoylcarnitine (C18:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.34214,36816-10-1,6450015,4952667,,HMDB06469
1717,linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57463,LC/MS Pos Late,100015760,1388,366.33666,,,,,
3118,lithocholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,62526,LC/MS Neg,100020823,4811,227.12,,,,,
98,lysine,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.11281,56-87-1,5962,5747,C00047,HMDB00182
1293,malate,Energy,TCA Cycle,1303,LC/MS Neg,409,615.6,133.01425,6915-15-7,525,510,C00149,HMDB00156
1493,maleate,Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640,115.00368,110-16-7,444266,392248,C01384,HMDB00176
1311,malonate,Lipid,Fatty Acid Synthesis,15872,LC/MS Polar,818,3447,103.00368,141-82-2;26522-22-85-0,867,844,C00383,HMDB00691
1146,maltose,Carbohydrate,Glycogen Metabolism,15586,LC/MS Polar,913,3329.4,387.11442,6363-53-7,10991489,388469,C00208,HMDB00163
1141,maltotetraose,Carbohydrate,Glycogen Metabolism,15910,LC/MS Neg,100000275,910,665.21458,34612-38-9,446495,393830,C02052,HMDB01296
1143,maltotriose,Carbohydrate,Glycogen Metabolism,44688,LC/MS Neg,100000276,812,503.16175,1109-28-0,439586,388669,C01835,HMDB01262
1196,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.07176,,5780,440,C00794,HMDB00247
4441,mannonate*,Xenobiotics,Food Component/Plant,62864,LC/MS Polar,100003695,2736,195.05102,642-99-9,3246006,2496757,,
1197,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200,225.06159,3458-28-4,18950,141983,C00159,HMDB00169
5078,maprotiline,Xenobiotics,Drug - Psychoactive,40444,LC/MS Pos Late,100003439,1010,278.19033,10347-81-6,4011,3871,C07107,HMDB15069
1342,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,,HMDB02259
1647,margaroylcarnitine (C17)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57512,LC/MS Pos Late,100004054,1424,414.35779,106182-29-0,,35015987,,HMDB06210
5440,metabolonic lactone sulfate,Partially Characterized Molecules,Partially Characterized Molecules,63153,LC/MS Neg,100021331,4802,427.21598,,,,,
4992,metformin,Xenobiotics,Drug - Metabolic,38306,LC/MS Pos Early,100002405,2817,130.10873,1115-70-4,4091,3949,C07151,HMDB01921
371,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526,150.05833,63-68-3,6137,5907,C00073,HMDB00696
375,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.04816,820-10-0,69961,63154,,
376,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.05325,3226-65-1,158980,139840,C02989,HMDB02005
4555,methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,46144,LC/MS Neg,100005864,1070,193.0718,,,,,
4445,methyl indole-3-acetate,Xenobiotics,Food Component/Plant,1584,LC/MS Pos Early,1104,3380,190.08626,1912-33-0,74706,67279,,HMDB29738
4115,methyl-4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,48429,LC/MS Neg,100006116,2873,230.99688,,,,,
1596,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.01933,516-05-2,487,473,C02170,HMDB00202
348,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15745,LC/MS Polar,2051,2800,131.03498,498-21-5,10349,9922,,HMDB01844
4938,metoprolol,Xenobiotics,Drug - Cardiovascular,18037,LC/MS Pos Early,2028,3312,268.19072,56392-17-7,4171,4027,D02358,HMDB01932
4939,metoprolol acid metabolite*,Xenobiotics,Drug - Cardiovascular,34109,LC/MS Pos Early,100001385,2950,268.15434,56392-14-4,62936,56653,,
4903,mycophenolic acid glucuronide,Xenobiotics,"Drug - Antiinflammatory, Immunosuppressant",54792,LC/MS Neg,100009254,2627,495.1508,,6442661,4946725,,
1940,myo-inositol,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.06159,87-89-8,892,10239179,C00137,HMDB00211
1339,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,1365,LC/MS Neg,519,5440,227.20165,544-63-8,11005,10539,C06424,HMDB00806
1352,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,4444564,C08322,HMDB02000
1663,myristoleoylcarnitine (C14:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",48182,LC/MS Pos Late,100006051,1316,370.29471,889848-55-9,90659872,34999520,,
1644,myristoylcarnitine (C14),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",33952,LC/MS Pos Late,100001270,1350,372.31084,18822-89-4,6426854,4932274,,HMDB05066
129,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186,160.13321,,,34236878,,
447,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2470,229.15467,,,,,
32,"N,N-dimethylalanine",Amino Acid,Alanine and Aspartate Metabolism,63151,LC/MS Pos Early,100020371,1370,118.08626,2812-31-9,5488191,4589713,,
4448,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,31536,LC/MS Neg,100001086,1525,168.03023,5657-19-2;5657-19-2,21863,20549,,HMDB00439
72,N-acetyl-1-methylhistidine*,Amino Acid,Histidine Metabolism,43255,LC/MS Pos Early,100004299,2100,212.1028,,53859791,,,
1578,N-acetyl-2-aminooctanoate*,Lipid,"Fatty Acid, Amino",62059,LC/MS Neg,100020204,3943,200.12921,,95555,86248,,HMDB59745
3850,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Neg,100002102,773,130.05096,3025-95-4,76406,68881,C01073,
469,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2305,203.13902,,131802901,,,
30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.05096,97-69-8,88064,79449,C02847,HMDB00766
4308,N-acetylalliin,Xenobiotics,Food Component/Plant,45404,LC/MS Pos Early,100005367,1348,220.06381,,,,,
430,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245,217.12952,155-84-0,67427,60752,C02562,HMDB04620
40,N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,33942,LC/MS Polar,100001257,2250,173.05678,4033-40-3,99715,90090,,HMDB06028
36,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Polar,100000787,3143,174.04079,997-55-7;997-55-7,65065,58576,C01042,HMDB00812
81,N-acetylcarnosine,Amino Acid,Histidine Metabolism,43488,LC/MS Neg,100004046,1235,267.10988,56353-15-2,9903482,8079136,,HMDB12881
434,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.09898,33965-42-3,656979,571213,C15532,HMDB00856
1275,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,46539,LC/MS Pos Early,100006435,715,222.0972,,24139,,,HMDB00215
1272,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,48149,LC/MS Pos Early,1215,1212,336.14015,2776-93-4,123826,21403014,C04540,HMDB00489
45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,15720,LC/MS Polar,100000282,3106,188.05644,8/3/5817,70914,1266066,C00624,HMDB01138
46,N-acetylglutamine,Amino Acid,Glutamate Metabolism,33943,LC/MS Polar,100001253,2140,187.07243,2490-97-3,182230,158492,C02716,HMDB06029
2,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Pos Early,100001006,826,118.04987,543-24-8,10972,10507,,HMDB00532
70,N-acetylhistidine,Amino Acid,Histidine Metabolism,33946,LC/MS Neg,100001293,900,196.07276,39145-52-3,75619,68142,C02997,HMDB32055
290,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1587,LC/MS Neg,1082,2400,172.09791,1188-21-2,70912,64075,C02710,HMDB11756
372,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.05434,65-82-7,448580,395338,C02712,HMDB11745
1261,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Pos Early,1162,660,310.11326,131-48-6,439197,10292217,C00270,HMDB00230
131,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.08226,2018-61-3,74839,67404,C03519,HMDB00512
465,N-acetylputrescine,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230,131.11789,18233-70-0,122356,109095,C02714,HMDB02064
10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Polar,100001851,2000,146.04588,97-14-3,65249,58744,,HMDB02931
408,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.01795,,159864,140553,,
4540,N-acetyltheanine,Xenobiotics,Food Component/Plant,62711,LC/MS Neg,100020514,1496,215.10373,,,,,
17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.06153,17093-74-2,152204,3841173,,HMDB62557
230,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.09316,1218-34-4,700653,610602,C03137,HMDB13713
153,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.07718,537-55-3,68310,61606,,HMDB00866
355,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.08226,96-81-1,66789,60154,,HMDB11757
3815,N-carbamoylaspartate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1594,LC/MS Polar,1108,3800,175.03604,923-37-5,93072,4573859,C00438,HMDB00828
436,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Neg,100004523,858,173.09316,,9920500,8096135,,
4804,N-desmethyl tramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",52355,LC/MS Pos Early,100006384,3360,250.18016,147762-57-0,10354700,8530152,,HMDB61007
246,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Neg,100004561,2150,164.03531,3342-77-6,101399,91624,C05653,HMDB04089
373,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.03869,4289-98-9,439750,388809,C03145,HMDB01015
440,N-methylhydroxyproline**,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62068,LC/MS Pos Early,100020215,1145,146.08118,,,,,
4719,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.10191,41447-17-0,11286529,9461516,,
446,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.08626,475-11-6,557,541,,
407,N-methyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42989,LC/MS Polar,100004056,1650,138.02303,107-68-6,7882,7594,,
1935,N-oleoylserine,Lipid,Endocannabinoid,57664,LC/MS Neg,100015641,5600,368.28063,,,21466990,,
1913,N-oleoyltaurine,Lipid,Endocannabinoid,39732,LC/MS Neg,100003119,5610,388.2527,52514-04-2,6437033,4941625,,
4450,N-oxalyl glycine (NOG),Xenobiotics,Food Component/Plant,57776,LC/MS Polar,100015923,3292,146.00949,,3080614,2338366,,
1618,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.25441,2441-41-0,151008,133100,,HMDB13034
1937,N-palmitoylserine,Lipid,Endocannabinoid,57659,LC/MS Neg,100015640,5557,342.26498,58725-46-5;474943-14-1,6453686,4956046,,
1915,N-palmitoyltaurine,Lipid,Endocannabinoid,39835,LC/MS Neg,100003239,5560,362.23705,83982-06-3,,14435932,,
1914,N-stearoyltaurine,Lipid,Endocannabinoid,39730,LC/MS Neg,100003240,5782,390.26835,63155-80-6,168274,147194,,
3927,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,701-44-0,69698,62899,C05842,HMDB04193
3928,N1-Methyl-4-pyridone-3-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,57584,LC/MS Pos Early,100001469,1260,153.06586,769-49-3,440810,389671,C05843,HMDB04194
3766,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.11969,15763-06-1,27476,4573813,C02494,HMDB03331
3742,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430,283.1037,20245-33-4,65095,513976,,HMDB02721
3804,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.13025,2140-67-2,92919,83878,,HMDB04824
438,"N2,N5-diacetylornithine",Amino Acid,Urea cycle; Arginine and Proline Metabolism,43591,LC/MS Neg,100004575,1367,215.10373,39825-23-5,65977,8573834,,
103,"N2-acetyl,N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,63254,LC/MS Pos Early,100020545,2172,217.15467,,,,,
102,"N2-acetyl,N6-methyllysine",Amino Acid,Lysine Metabolism,62954,LC/MS Pos Early,100020546,2168,203.13902,,,,,
99,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Polar,100001721,3372.6,187.10881,1946-82-3,92907,83869,C12989,HMDB00446
3864,N4-acetylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",35130,LC/MS Pos Early,100001413,1580,286.10337,3768-18-1,107461,96702,,HMDB05923
109,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.15976,23284-33-5,440120,140379,C03793,HMDB01325
108,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.14411,2259-86-1,193344,167778,C05545,HMDB13287
100,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Neg,100001734,1059,187.10881,692-04-6,92832,83801,C02727,HMDB00206
3777,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.12698,24719-82-2,161466,141829,,HMDB41623
107,N6-methyllysine,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.12846,1188-07-4,164795,144469,C02728,HMDB02038
3787,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Neg,100001664,940,382.10043,4542-23-8,165243,,,HMDB00912
4765,naproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",12122,LC/MS Neg,1384,4155,229.08702,22204-53-1,156391,137720,C01517,HMDB01923
1668,nervonoylcarnitine (C24:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57531,LC/MS Pos Late,100015846,1602,510.45168,,,,,
3908,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.05529,98-92-0,936,911,C00153,HMDB01406
1390,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.26425,68378-49-4,11792612,9967286,,HMDB02007
1344,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,646-30-0,12591,12071,C16535,HMDB00772
1640,nonanoylcarnitine (C9),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",61775,LC/MS Pos Late,100006620,1003,302.23259,,,28533402,,HMDB13288
5065,norfluoxetine,Xenobiotics,Drug - Psychoactive,37252,LC/MS Pos Late,100003769,1008,296.12568,83891-03-6,4541,4382,,HMDB60551
22,O-acetylhomoserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",31539,LC/MS Polar,100001129,1850,160.06153,7540-67-2,439389,388506,C01077,
4129,o-cresol sulfate,Xenobiotics,Benzoate Metabolism,36845,LC/MS Neg,100001806,2796,187.00705,,11615528,9790277,,
4803,O-desmethyltramadol glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",52357,LC/MS Pos Early,100006383,2741,426.21225,383891-39-2,,28467711,,
5069,O-desmethylvenlafaxine,Xenobiotics,Drug - Psychoactive,43334,LC/MS Pos Early,100004173,3253,264.19581,300827-87-6,125017,111300,D07793,HMDB60532
5203,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.02343,,514186,448617,,
1522,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.20714,,,,,
1520,octadecanedioate (C18-DC),Lipid,"Fatty Acid, Dicarboxylate",36754,LC/MS Neg,100001615,5043,313.23843,871-70-5,70095,63283,,HMDB00782
1691,octadecanedioylcarnitine (C18-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61867,LC/MS Pos Late,100005998,1227,458.34762,123233-50-1,,28639203,,
1521,octadecenedioate (C18:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.22279,,,,,
1692,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.33197,251981-06-3,,28639201,,
1639,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950,288.21694,3671-77-0,123701,110274,C02838,HMDB00791
1566,oleamide,Lipid,"Fatty Acid, Amide",32458,LC/MS Neg,1504,6581,280.26458,301-02-0,5283387,4446508,C19670,HMDB02117
1359,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,,,,,
1900,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Neg,1137,6450,324.2908,11-58-0;111-58-0,5283454,4446574,,HMDB02088
1665,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.35779,38677-66-6,6441392,21403150,,HMDB05065
1713,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.35231,,,,,
4985,omeprazole,Xenobiotics,Drug - Gastrointestinal,38600,LC/MS Neg,100002725,4673,344.10743,73590-58-6,4594,4433,C07324,HMDB01913
418,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.09716,3184-13-2,6262,6026,C00077,HMDB03374
3817,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.00983,50887-69-9,967,942,C00295,HMDB00226
3819,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.05209,314-50-1,92751,83729,,HMDB00788
3955,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.98803,144-62-7,971,946,C00209,HMDB02329
5017,oxypurinol,Xenobiotics,Drug - Metabolic,41726,LC/MS Polar,100002489,1656,151.02615,2465-59-0,4644,4483,D02365,HMDB00786
207,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.08232,17680-99-8,154035,135751,,HMDB11686
4122,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.00705,3233-57-7,4615423,3806480,,HMDB11635
1341,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.23295,57-10-3,985,960,C00249,HMDB00220
1355,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,393216,C08362,HMDB03229
1664,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.32649,,71464547,28639183,,
1714,palmitoloelycholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53257,LC/MS Pos Late,100009334,1385,340.32101,,,,,
1903,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Neg,1489,6300,298.27515,544-31-0,4671,4509,C16512,HMDB02100
2814,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),Lipid,Ceramide PEs,62984,LC/MS Pos Late,100021162,2207,661.5279,,,,,
1646,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.34214,6865-14-1,461,448,C02990,HMDB00222
1712,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.33666,,151731,133731,,
3936,pantoate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,63061,LC/MS Neg,100002613,1143,147.06628,470-29-1,439251,388387,C00522,
4986,pantoprazole,Xenobiotics,Drug - Gastrointestinal,38609,LC/MS Neg,100002808,4398,382.06785,102625-70-7,4679,4517,C11806,HMDB05017
3937,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Neg,1024,1498.7,218.10339,137-08-6,6613,6361,C00864,HMDB00210
4141,paraxanthine,Xenobiotics,Xanthine Metabolism,18254,LC/MS Neg,100000453,2279,179.05745,611-59-6,4687,4525,C13747,HMDB01860
5079,paroxetine,Xenobiotics,Drug - Psychoactive,40461,LC/MS Pos Late,100003442,963,330.15,110429-49-8,43815,39888,"D02362,C07415",
1329,pelargonate (9:0),Lipid,Medium Chain Fatty Acid,12035,LC/MS Neg,437,4798,157.1234,112-05-0,8158,4574394,C01601,HMDB00847
1340,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,1002-84-2;10002-84-2,13849,13249,C16537,HMDB00826
5441,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.04046,,,,,
5300,perfluorooctanesulfonate (PFOS),Xenobiotics,Chemical,57564,LC/MS Polar,100010955,662,498.93021,1763-23-1,74483,67068,C18142,HMDB59586
5344,perfluorooctanoate (PFOA),Xenobiotics,Chemical,62071,LC/MS Polar,100020208,685,412.96642,,9554,9180,,HMDB59587
